id,"file","tag","English","Français"
1648,"account/properties","show.property.comment.title","Comment"
165,"account/properties","show.property.commission","Commission"
1797,"account/properties","show.property.commission.fixed","Fixed commission"
1799,"account/properties","show.property.commission.total","Total commission"
1798,"account/properties","show.property.commission.variable","Variable commission"
1929,"account/properties","show.property.matches.title","Possible matches"
164,"account/properties","show.property.price.min","Minimum price"
1647,"account/properties","show.property.price.min.help","This is the minimum price for which the owner would be willing to close the transaction (sell, rent, etc.)"
163,"account/properties","show.property.seller.cell","Mobile phone"
160,"account/properties","show.property.seller.email","Email"
161,"account/properties","show.property.seller.id","Seller ID card"
158,"account/properties","show.property.seller.name.first","First name"
159,"account/properties","show.property.seller.name.last","Last name"
162,"account/properties","show.property.seller.phone","Telephone"
664,"account/properties","show.property.seller.title","Seller information"
168,"account/properties","show.transactions.buyer","Customer"
666,"account/properties","show.transactions.commission","Commission earned"
167,"account/properties","show.transactions.date","Date"
166,"account/properties","show.transactions.none","There are no transactions"
169,"account/properties","show.transactions.price","Price"
170,"account/properties","show.transactions.reason","Comments"
665,"account/properties","show.transactions.seller","Seller"
1589,"account/properties","showcase_front","Showcase front"
79,"account/properties","size","Size","Dimension"
1626,"account/properties","size_real","Useful area","Zone utile"
80,"account/properties","size_unit","Unit of area","Surface"
695,"account/properties","size.max","Size max","Dimension max"
694,"account/properties","size.min","Size min","Dimension min"
108,"account/properties","state","State","Etat"
117,"account/properties","subtitle","Subtitle","Sous-Titre"
1078,"account/properties","tab.appraisal","Appraisals","évaluations"
1566,"account/properties","tab.details","Details","Détails"
1087,"account/properties","tab.documents","Documents","Documents"
101,"account/properties","tab.employees","Agents","Agents"
97,"account/properties","tab.general","Property","Propiété","Propiété"
100,"account/properties","tab.images","Images","Images"
102,"account/properties","tab.lead","Leads"
98,"account/properties","tab.location","Location","Emplacement"
105,"account/properties","tab.logs","Logs"
1767,"account/properties","tab.pdf","PDF"
104,"account/properties","tab.reports","Reports","Rapports"
106,"account/properties","tab.seller","Seller","Vendeur"
99,"account/properties","tab.text","Text"
103,"account/properties","tab.transaction","Transactions"
1927,"account/properties","tab.videos","Videos"
116,"account/properties","title","Title"
1581,"account/properties","toilettes","Number of toilettes","Nombre de toilettes"
75,"account/properties","type","Type"
1584,"account/properties","uncovered_area","Uncovered area (Uncovered patio and terraces)","Espace découvert (patio et terrasses découverts"
1922,"account/properties","video_link","Video link"
1925,"account/properties","video.delete","Are you sure you want to permanently delete this video?"
1926,"account/properties","video.delete.error","Error: Video wasn't deleted"
1920,"account/properties","video.empty","This property has no videos"
1924,"account/properties","video.error","Video link is incorrect"
1923,"account/properties","video.help","Only Youtube and Vimeo links accepted"
1921,"account/properties","video.preview","Videos"
1919,"account/properties","video.title","Video upload"
878,"account/properties","year","Construction year","Année de constrution"
689,"account/properties","zipcode","Zipcode","Code postal"
1806,"account/reports","abstract.leads.since","New leads since last login"
1804,"account/reports","abstract.leads.title","Leads"
1805,"account/reports","abstract.leads.total","Number of active leads"
1800,"account/reports","abstract.properties.title","Properties","Propiétés"
1803,"account/reports","abstract.properties.top","Top 10 properties","Top 10 propiétés"
1801,"account/reports","abstract.properties.total.active","Number of active properties"
1802,"account/reports","abstract.properties.total.sale.price","Total value of selling properties"
1808,"account/reports","abstract.tickets.open","Number of open tickets"
1807,"account/reports","abstract.tickets.title","Tickets"
658,"account/reports","agents.all","Al agents"
657,"account/reports","agents.h1","Reports - Agents"
655,"account/reports","agents.tab.general","General"
656,"account/reports","catched","Captured properties"
663,"account/reports","empty","There are insufficient data to generate this report"
662,"account/reports","leads.current","Current Leads"
659,"account/reports","leads.h1","Reportes - Leads"
661,"account/reports","leads.period","Lead generation"
660,"account/reports","leads.tab.general","General"
649,"account/reports","price","Average price","Prix moyen"
650,"account/reports","price.sqm","Average price per square meter","Prix moyen par mètre carré"
651,"account/reports","properties.h1","Reports - Properties","Propiétés"
652,"account/reports","properties.tab.general","General"
653,"account/reports","properties.tab.time","Time"
647,"account/reports","published","Published properties"
1853,"account/reports","referers.h1","Reportes - Referers"
1856,"account/reports","referers.leads","Leads"
1855,"account/reports","referers.origin","Origen"
1860,"account/reports","referers.other","Other"
1858,"account/reports","referers.rent","Rented"
1857,"account/reports","referers.sold","Sold"
1854,"account/reports","referers.tab.general","General"
1859,"account/reports","referers.transfer","Transfered"
646,"account/reports","rent","Rent"
645,"account/reports","sale","Sale"
640,"account/reports","time.days.30","30D"
641,"account/reports","time.days.60","60D"
639,"account/reports","time.days.7","7D"
642,"account/reports","time.days.90","90D"
643,"account/reports","time.year.to.date","YTD"
644,"account/reports","total","Total"
648,"account/reports","transactions","Ttansactions"
1595,"account/reports","transfer","Transfer"
654,"account/reports","visits","Visits made"
1931,"account/site","configuration.ajustes.map","Use properties map"
1863,"account/site","configuration.alerts.agents","Agents"
1864,"account/site","configuration.alerts.customers","Customers"
1862,"account/site","configuration.alerts.price.down","Notify for property's price fall"
232,"account/site","configuration.client.register","Allow online customer registration"
1420,"account/site","configuration.currency","Website currency"
1421,"account/site","configuration.currency.warning","If you change the website currency, all your properties and stats will use the new currency. Are you sure you wish to change it?"
206,"account/site","configuration.description","Description"
207,"account/site","configuration.domains","Custom domain"
208,"account/site","configuration.domains.error","This domain is already taken"
202,"account/site","configuration.favicon","Favicon"
203,"account/site","configuration.favicon.helper","<p>Only ICO formats.</p>"
1423,"account/site","configuration.ga.account","Google Analytics tracking ID"
1425,"account/site","configuration.ga.account.error","The Google Analytics tracking ID format is invalid"
1424,"account/site","configuration.ga.account.helper","Example: UA-123456-1"
189,"account/site","configuration.h1","Site configuration"
1759,"account/site","configuration.hide.molista","Hide :webname logos"
1760,"account/site","configuration.hide.molista.helper","This option is only available for site using the Plus plan"
194,"account/site","configuration.languages","Enabled languages"
195,"account/site","configuration.languages.error","Please select at least one language"
200,"account/site","configuration.logo","Logo"
201,"account/site","configuration.logo.helper","<p>We support JPG, PNG and GIF formats.</p><p>Images bigger than :IMAGE_MAXSIZE kilobytes will not be uploaded.</p>"
223,"account/site","configuration.mailing.current","In use"
209,"account/site","configuration.mailing.default","Default"
210,"account/site","configuration.mailing.default.help","<p>If you use the default method, emails might end up in the spam folder.</p>"
225,"account/site","configuration.mailing.from.email","Sender email"
224,"account/site","configuration.mailing.from.name","Sender name"
749,"account/site","configuration.mailing.in","Retriving emails"
746,"account/site","configuration.mailing.mailgun.help","<p>Please provide the host, username and password for Mailgun.</p>"
747,"account/site","configuration.mailing.mailgun.username","Username"
211,"account/site","configuration.mailing.mandrill","Mandrill"
216,"account/site","configuration.mailing.mandrill.help","<p>Please provide username, API key, host and port for Mandrill.</p>"
214,"account/site","configuration.mailing.mandrill.host","Mandrill host"
213,"account/site","configuration.mailing.mandrill.key","Mandrill API key"
215,"account/site","configuration.mailing.mandrill.port","Mandrill port"
212,"account/site","configuration.mailing.mandrill.user","Mandrill username"
748,"account/site","configuration.mailing.out","Sending emails"
697,"account/site","configuration.mailing.pop3.help","<p>Please provide the login, password, host and port for the POP3 connection.</p>"
750,"account/site","configuration.mailing.protocol","Protocol"
217,"account/site","configuration.mailing.smtp","Custom"
222,"account/site","configuration.mailing.smtp.help","<p>Please provide the login, password, host and port for the SMTP connection.</p>"
220,"account/site","configuration.mailing.smtp.host","Host"
218,"account/site","configuration.mailing.smtp.login","Login"
219,"account/site","configuration.mailing.smtp.pass","Password"
221,"account/site","configuration.mailing.smtp.port","Port"
226,"account/site","configuration.mailing.test.button","Test stored configuration"
1177,"account/site","configuration.mailing.test.changed","The email configuration has changed. Please save your changes before performing the test."
227,"account/site","configuration.mailing.test.email","Receiver email"
229,"account/site","configuration.mailing.test.email.content","<p>This is a test for your email configuration.</p><p>If you receive this email, it means your configuration works as expected.</p>"
228,"account/site","configuration.mailing.test.email.subject","Email configuration test"
231,"account/site","configuration.mailing.test.error","An error occurred while testing the configuration"
230,"account/site","configuration.mailing.test.success","The configuration was successfully tested"
233,"account/site","configuration.saved","The site configuration was successfully saved"
1182,"account/site","configuration.signature.address","Business address"
1181,"account/site","configuration.signature.email","Company email"
1179,"account/site","configuration.signature.name","Company name"
1180,"account/site","configuration.signature.phone","Company phone"
196,"account/site","configuration.subdomain","Subdomain"
198,"account/site","configuration.subdomain.alpha","Letters, numbers, hypen and underscores only please"
197,"account/site","configuration.subdomain.error","This subdomain is already taken"
205,"account/site","configuration.subtitle","Subtitle"
1930,"account/site","configuration.tab.ajustes","Setup"
1861,"account/site","configuration.tab.alerts","Alerts"
190,"account/site","configuration.tab.config","General"
193,"account/site","configuration.tab.mail","Emails"
1178,"account/site","configuration.tab.signature","Signature"
192,"account/site","configuration.tab.social","Social media"
191,"account/site","configuration.tab.texts","SEO"
1818,"account/site","configuration.tab.theme","Theme"
199,"account/site","configuration.theme","Website theme"
1821,"account/site","configuration.theme.install","Select"
1822,"account/site","configuration.theme.pages.showing","Showing :from - :to of :total results"
845,"account/site","configuration.theme.preview","Show preview"
846,"account/site","configuration.theme.preview.error","Please first select a theme to see its preview"
1819,"account/site","configuration.theme.preview.home","Home"
1820,"account/site","configuration.theme.preview.product","Property"
1422,"account/site","configuration.timezone","Timezone"
204,"account/site","configuration.title","Title"
1427,"account/site","domainname.domain","Domain"
1429,"account/site","domainname.domain.error","This domain name is already in use"
1428,"account/site","domainname.domain.helper","<p>The domain name is not provided by Molista. You should by your own domain name with the domain name providers of your choice.</p>										<p>Before setting your domain name of your website, please point your domain name to the following IP address: 46.101.105.169 (you shoud,be able to change this on your domain name provider admin panel).</p>										<p>The IP change propagation may take up to 48 hours.</p>										<p>If you have questions, please contact your domain name provider and ask how can you manage yopur domain redirection.</p>"
1426,"account/site","domainname.h1","Domain name"
243,"account/site","menus.create.button","Create menu"
242,"account/site","menus.create.intro","<p>To create a custom menu, give it a name above and click Create Menu. Then choose items like properties, pages or custom links from the left column to add to this menu.</p>								<p>After you have added your items, drag and drop to put them in the order you want. You can also click each item to reveal additional configuration options.</p>								<p>When you have finished building your custom menu, make sure you click the Save Menu button.</p>"
241,"account/site","menus.create.name","Menu name"
244,"account/site","menus.create.success","The menu was successfully created"
256,"account/site","menus.delete.button","Delete menu"
258,"account/site","menus.delete.success","The menu was successfully deleted"
257,"account/site","menus.delete.warning","Are you sure you want to remove this menu?"
234,"account/site","menus.h1","Menus"
259,"account/site","menus.items.created","The item was successfully deleted"
239,"account/site","menus.links.button","Add to menu"
236,"account/site","menus.links.custom","Custom link"
238,"account/site","menus.links.pages","Page link"
237,"account/site","menus.links.properties","Property link"
235,"account/site","menus.links.title","Links options"
240,"account/site","menus.tabs.new","Create menu"
245,"account/site","menus.update.button","Save menu"
248,"account/site","menus.update.field.page","Page"
249,"account/site","menus.update.field.property","Property"
250,"account/site","menus.update.field.target","Target"
252,"account/site","menus.update.field.target.new","New window"
251,"account/site","menus.update.field.target.self","Same window"
246,"account/site","menus.update.field.title","Label"
247,"account/site","menus.update.field.url","URL"
255,"account/site","menus.update.items.warning.delete","Are you sure you want to remove this element?"
254,"account/site","menus.update.items.warning.save","Make sure you click the Save menu button to save all your changes!"
253,"account/site","menus.update.success","The menu was successfully updated"
290,"account/site","pages.body","Content"
278,"account/site","pages.button.new","Create page"
279,"account/site","pages.column.title","Title"
280,"account/site","pages.column.type","Type"
294,"account/site","pages.configuration.contact.email","Contact email","Email contact"
295,"account/site","pages.configuration.contact.email.helper","Contact forms will be sent to this email address","Les formulaires de contact seront envoyés à cette adresse e-mail"
1932,"account/site","pages.configuration.contact.phone.required","Phone is mandatory","Téléphone est obligatoire"
1810,"account/site","pages.configuration.map.address","Address","Adresse"
1811,"account/site","pages.configuration.map.address.helper","Street, Zipcode, City, Country","Rue, Code postal, Ville, Pays"
1809,"account/site","pages.configuration.map.button","Address search","Recherche d'adresses"
1812,"account/site","pages.configuration.map.geolocate","Geolocate"
296,"account/site","pages.configuration.map.lat","Latitude"
297,"account/site","pages.configuration.map.lng","Longitude"
298,"account/site","pages.configuration.map.zoom","Zoom level"
299,"account/site","pages.create.success","The page was successfully created"
282,"account/site","pages.create.title","Create page"
281,"account/site","pages.delete.warning","Are you sure you want to remove this page?"
301,"account/site","pages.deleted.success","The page was successfully removed"
283,"account/site","pages.edit.title","Edit page"
277,"account/site","pages.empty","No pages found"
276,"account/site","pages.h1","Pages"
292,"account/site","pages.seo_description","Description"
293,"account/site","pages.seo_keywords","Keywords"
291,"account/site","pages.seo_title","Title"
284,"account/site","pages.tab.general","Content"
285,"account/site","pages.tab.seo","SEO"
289,"account/site","pages.title","Title"
287,"account/site","pages.type.contact","Contact form"
286,"account/site","pages.type.default","Default"
288,"account/site","pages.type.map","Map location"
300,"account/site","pages.update.success","The page was successfully updated"
1780,"account/site","sliders.button.new","Create slider"
1785,"account/site","sliders.column.languages","Languages"
1784,"account/site","sliders.column.title","Title"
1794,"account/site","sliders.create.success","The slider was successfully updated"
1781,"account/site","sliders.create.title","Create slider"
1796,"account/site","sliders.delete.warning","Are you sure you want to remove this slider?"
1795,"account/site","sliders.deleted.success","The slider was successfully removed"
1782,"account/site","sliders.edit.title","Edit slider"
1779,"account/site","sliders.empty","No sliders found"
1791,"account/site","sliders.general.empty","This slider has no slides"
1790,"account/site","sliders.general.sliders","Slides"
1778,"account/site","sliders.h1","Sliders"
1788,"account/site","sliders.label.languages","Languages"
1789,"account/site","sliders.label.link","Link"
1787,"account/site","sliders.label.title","Title"
1786,"account/site","sliders.select.alllanguages","All"
1783,"account/site","sliders.tab.general","Content"
1793,"account/site","sliders.update.success","The slider was successfully created"
1792,"account/site","sliders.upload","Slide upload"
261,"account/site","widgets.available","Available widgets"
263,"account/site","widgets.group.footer","Page footer"
262,"account/site","widgets.group.header","Page header"
1774,"account/site","widgets.group.home","Page home"
1823,"account/site","widgets.group.home-footer","Home footer"
260,"account/site","widgets.h1","Widgets"
270,"account/site","widgets.messages.created","The widget was successfully created"
272,"account/site","widgets.messages.delete.warning","Are you sure you want to remove this element?"
273,"account/site","widgets.messages.deleted","The widget was successfully removed"
275,"account/site","widgets.messages.max.reached","You have reached the maximun number of widgets accepted for this area"
274,"account/site","widgets.messages.not.accepted","The type of widget is not accepted in this area"
271,"account/site","widgets.messages.updated","The widget was successfully updated"
1824,"account/site","widgets.type.awesome-link","Custom link"
1826,"account/site","widgets.type.awesome-link.color","Color"
1828,"account/site","widgets.type.awesome-link.file","Image"
1829,"account/site","widgets.type.awesome-link.help","Image must have 100x100 pixels max size"
1825,"account/site","widgets.type.awesome-link.info","Add multiples custom links to your home page."
1827,"account/site","widgets.type.awesome-link.link","Link"
264,"account/site","widgets.type.menu","Custom menu"
265,"account/site","widgets.type.menu.info","Add one of your custom menus as a widget."
266,"account/site","widgets.type.menu.select","Select menu"
1775,"account/site","widgets.type.slider","Slider"
1776,"account/site","widgets.type.slider.info","Add a slider to your home page."
1777,"account/site","widgets.type.slider.select","Select slider"
267,"account/site","widgets.type.text","Text block"
269,"account/site","widgets.type.text.content","Text"
268,"account/site","widgets.type.text.info","Add one block of text as a widget."
1435,"account/tickets","account","Account"
1436,"account/tickets","account.site","Website account"
755,"account/tickets","agents.all","All agents"
756,"account/tickets","agents.change","Change agent"
720,"account/tickets","assign","Assign to agent"
719,"account/tickets","assigned.to","Agent"
1433,"account/tickets","attachment","Attachment"
1434,"account/tickets","attachment.helper","<p>Files bigger than :maxsize kilobytes will not be attached to the message.</p>"
728,"account/tickets","body","Body"
1636,"account/tickets","contact.all","All leads"
702,"account/tickets","contact.email","Email"
701,"account/tickets","contact.name","Lead"
1430,"account/tickets","contact.name.new","Create new lead"
700,"account/tickets","date","Date"
1865,"account/tickets","delete","Are you sure you want to remove this ticket?"
721,"account/tickets","details","Details"
699,"account/tickets","empty","No tickets found"
752,"account/tickets","h1","Tickets"
725,"account/tickets","internal","Internal note"
712,"account/tickets","messages","Messages"
753,"account/tickets","new","New ticket"
724,"account/tickets","public","Public reply"
722,"account/tickets","reference","Reference"
703,"account/tickets","referer","Referer"
726,"account/tickets","send","Send message"
1431,"account/tickets","signature","Signature"
1432,"account/tickets","signature.none","Without signature"
704,"account/tickets","source","Source"
710,"account/tickets","source.backoffice","Backoffice"
708,"account/tickets","source.chat","Chat"
705,"account/tickets","source.email","Email"
709,"account/tickets","source.facebook","Facebook"
711,"account/tickets","source.other","Other"
706,"account/tickets","source.phone","Phone"
707,"account/tickets","source.web","Web"
713,"account/tickets","status","Status"
754,"account/tickets","status.all","Any status"
733,"account/tickets","status.change","Change"
717,"account/tickets","status.closed","Closed"
714,"account/tickets","status.open","Open"
716,"account/tickets","status.resolved","Resolved"
715,"account/tickets","status.waiting","Waiting"
727,"account/tickets","subject","Subject"
718,"account/tickets","unassigned","Unassigned"
723,"account/tickets","view.title","View ticket"
1441,"account/visits","agent","Agent"
1440,"account/visits","customer","Lead"
1439,"account/visits","date","Date"
1438,"account/visits","empty","No visits found"
1442,"account/visits","property","Property"
1437,"account/visits","title","Visits"
1172,"account/warning","button.upgrade","Upgrade plan"
1175,"account/warning","employees.h1","You can not create more agents"
1176,"account/warning","employees.intro","<p>We regret to inform you that you have reached the maximum number of agents that you can create according to your plan: :max_employees agents.</p>								<p>If you wish to create more agents, you can upgrade your current plan to one that allows you to create a greater number.</p>"
1444,"account/warning","export.limit","<p>Your plan allows a maximum of :max_properties properties for each export.</p>							<p>If you wish to export more properties, you can upgrade your current plan to one that allows a greater number of properties.</p>"
1311,"account/warning","pending.request.cancel","Cancel"
1309,"account/warning","pending.request.h1","Reminder of your pending plan change request"
1310,"account/warning","pending.request.intro","<p>We remind you that in order to start using all the features of the plan requested (:plan), you must complete the payment process.</p>									<p>If you do not want to change your plan and keep your current one, please cancel your request.</p>"
1312,"account/warning","pending.request.pay","Pay"
1173,"account/warning","properties.h1","You can not create more properties"
1443,"account/warning","properties.helper","<p>You have reached the maximum number of active properties allowed by your plan: :max_properties properties.</p>								<p>If you wish to activate more properties, you can upgrade your current plan to one that allows a greater number of active properties.</p>"
1174,"account/warning","properties.intro","<p>We regret to inform you that you have reached the maximum number of properties that you can create according to your plan: :max_properties properties.</p>								<p>If you wish to create more properties, you can upgrade your current plan to one that allows you to create a greater number of properties.</p>"
452,"auth","email.register.subject","Welcome to Molista"
450,"auth","failed","These credentials do not match our records."
448,"auth","login.button","Login"
445,"auth","login.email","Email"
449,"auth","login.forgot","Forgot Your Password?"
446,"auth","login.password","Password"
447,"auth","login.remember","Remember me"
444,"auth","login.title","Login"
451,"auth","throttle","Too many login attempts. Please try again in :seconds seconds."
454,"errors","403.body","Sorry, you're not allowed here"
453,"errors","403.title","Sorry, you're not allowed here"
456,"errors","404.body","Sorry, the file you requested could not be found"
455,"errors","404.title","File not found"
1706,"errors","500.body","Whoops, looks like something went wrong"
1705,"errors","500.title","Whoops, looks like something went wrong"
458,"errors","503.body","Be right back"
457,"errors","503.title","Be right back"
1946,"general","actions","Actions"
1323,"general","add","Add"
480,"general","autotranslate.credits","Translated by"
484,"general","autotranslate.error.all","There was a problem translating this text."
483,"general","autotranslate.error.some","However, some languages could not be translated:"
481,"general","autotranslate.error.text","There is no text to translate."
482,"general","autotranslate.success","Text successfully translated."
479,"general","autotranslate.trigger","Translate to other languages"
461,"general","back","Back"
462,"general","cancel","Cancel"
463,"general","continue","Continue"
1945,"general","copy","Duplicate"
951,"general","csv.download","Download results"
474,"general","delete","Delete"
470,"general","edit","Edit"
467,"general","filters","Filters"
468,"general","filters.apply","Apply filters"
469,"general","filters.clean","Remove filters"
486,"general","icon.helper","<p>Only ICO format is allowed.</p>"
485,"general","image.helper","<p>We support JPG, PNG and GIF formats.</p><p>Images bigger than :IMAGE_MAXSIZE kilobytes will not be uploaded.</p>"
477,"general","messages.close","Close"
478,"general","messages.error","An error occurred while processing this request."
1762,"general","messages.success.deleted","The element was successfully deleted."
696,"general","messages.success.saved","Data was saved successfully."
472,"general","new","New element"
460,"general","no","No"
473,"general","options","Options"
475,"general","pages","pages"
476,"general","pages.per","per page"
465,"general","save","Save"
466,"general","save.changes","Save changes"
464,"general","search","Search"
1507,"general","select.all","Select all"
1508,"general","select.none","Unselect all"
1866,"general","share","Share"
729,"general","since.date",":date at :time"
731,"general","since.hours",":hours hours ago"
732,"general","since.minutes",":minutes minutes ago"
730,"general","since.yesterday","Yesterday, at :time"
471,"general","view","View"
826,"general","view.popup","Open in popup"
827,"general","view.window","New window"
459,"general","yes","Yes"
488,"pagination","next","Next &raquo";"
487,pagination","previous","&laquo";" Previous"
1255,"pdf","property.mode.rent","For rent"
1254,"pdf","property.mode.sale","For sale"
500,"validation","accepted","The :attribute must be accepted."
501,"validation","active_url","The :attribute is not a valid URL."
502,"validation","after","The :attribute must be a date after :date."
503,"validation","alpha","The :attribute may only contain letters."
504,"validation","alpha_dash","The :attribute may only contain letters, numbers, and dashes."
505,"validation","alpha_num","The :attribute may only contain letters and numbers."
555,"validation","alphanumericHypen","Letters, numbers, hypen and underscores only please"
506,"validation","array","The :attribute must be an array."
1643,"validation","attributes.yaencontre-city","City (yaencotre)"
507,"validation","before","The :attribute must be a date before :date."
511,"validation","between.array","The :attribute must have between :min and :max items."
509,"validation","between.file","The :attribute must be between :min and :max kilobytes."
508,"validation","between.numeric","The :attribute must be between :min and :max."
510,"validation","between.string","The :attribute must be between :min and :max characters."
512,"validation","boolean","The :attribute field must be true or false."
513,"validation","confirmed","The :attribute confirmation does not match."
556,"validation","custom.attribute-name.rule-name","custom-message"
514,"validation","date","The :attribute is not a valid date."
515,"validation","date_format","The :attribute does not match the format :format."
516,"validation","different","The :attribute and :other must be different."
517,"validation","digits","The :attribute must be :digits digits."
518,"validation","digits_between","The :attribute must be between :min and :max digits."
519,"validation","email","The :attribute must be a valid email address."
520,"validation","exists","The selected :attribute is invalid."
521,"validation","filled","The :attribute field is required."
522,"validation","image","The :attribute must be an image."
523,"validation","in","The selected :attribute is invalid."
524,"validation","integer","The :attribute must be an integer."
525,"validation","ip","The :attribute must be a valid IP address."
526,"validation","json","The :attribute must be a valid JSON string."
530,"validation","max.array","The :attribute may not have more than :max items."
528,"validation","max.file","The :attribute may not be greater than :max kilobytes."
527,"validation","max.numeric","The :attribute may not be greater than :max."
529,"validation","max.string","The :attribute may not be greater than :max characters."
531,"validation","mimes","The :attribute must be a file of type: :values."
535,"validation","min.array","The :attribute must have at least :min items."
533,"validation","min.file","The :attribute must be at least :min kilobytes."
532,"validation","min.numeric","The :attribute must be at least :min."
534,"validation","min.string","The :attribute must be at least :min characters."
1842,"validation","new","Only new construction properties are allowed"
536,"validation","not_in","The selected :attribute is invalid."
537,"validation","numeric","The :attribute must be a number."
1244,"validation","one_picture","You need at least 1 picture."
538,"validation","regex","The :attribute format is invalid."
1077,"validation","rent","This property is not for rent"
539,"validation","required","The :attribute field is required."
540,"validation","required_if","The :attribute field is required when :other is :value."
541,"validation","required_unless","The :attribute field is required unless :other is in :values."
542,"validation","required_with","The :attribute field is required when :values is present."
543,"validation","required_with_all","The :attribute field is required when :values is present."
544,"validation","required_without","The :attribute field is required when :values is not present."
545,"validation","required_without_all","The :attribute field is required when none of :values are present."
1076,"validation","sale","This property is not for sale"
546,"validation","same","The :attribute and :other must match."
1841,"validation","second_hand","Only second hand properties are allowed"
550,"validation","size.array","The :attribute must contain :size items."
548,"validation","size.file","The :attribute must be :size kilobytes."
547,"validation","size.numeric","The :attribute must be :size."
549,"validation","size.string","The :attribute must be :size characters."
551,"validation","string","The :attribute must be a string."
552,"validation","timezone","The :attribute must be a valid zone."
1610,"validation","transfer","Transfer porperties are not allowed"
1609,"validation","type","This property type is not publishable"
553,"validation","unique","The :attribute has already been taken."
554,"validation","url","The :attribute format is invalid."
561,"web/customers","login.button","Login"
559,"web/customers","login.email","Email"
562,"web/customers","login.error","These credentials do not match our records."
560,"web/customers","login.password","Password"
558,"web/customers","login.title","Customer login"
571,"web/customers","register.button","Register"
566,"web/customers","register.email","Email"
567,"web/customers","register.email.used","This email is already registered"
564,"web/customers","register.name.first","Name"
565,"web/customers","register.name.last","Surname"
568,"web/customers","register.password","Password"
569,"web/customers","register.password.help","Leave empty to keep current password"
570,"web/customers","register.phone","Phone"
572,"web/customers","register.success","<h4>Congratulations</h4><p>You have been successfully registered.</p>"
563,"web/customers","register.title","Customer registration"
573,"web/footer","login","Admin login"
574,"web/footer","logout","Admin logout"
579,"web/header","account","Account"
576,"web/header","company","Company"
577,"web/header","contact","Contact"
575,"web/header","home","Home"
578,"web/header","lang","Language","Langage"
580,"web/header","login","Login"
582,"web/header","logout","Logout"
581,"web/header","register","Register"
584,"web/home","categories","Categories","Catégories"
583,"web/home","gallery","Property gallery","Galerie de biens"
589,"web/home","link.houses","Houses","Maisons"
586,"web/home","link.new","New construction","Nouvelle construction"
587,"web/home","link.rent","For rent","A louer"
588,"web/home","link.used","Second hand","Seconde main"
585,"web/home","recent","Rencently added","Récemment ajouté"
594,"web/pages","contact.email.sent","The contact form was sent successfully","Le formulaire de contact a été envoyé avec succés"
593,"web/pages","contact.email.subject","Contact form received",Formulaire de contact reçu"
591,"web/pages","email","Email","E-mail"
679,"web/pages","email.placeholder","example@example.com"
674,"web/pages","interest","What are you interested in?","Que'est-ce qui vous intéresse?"
675,"web/pages","interest.buy","I want to buy a property","Je veux acheter une propiété"
676,"web/pages","interest.rent","I want to rent a property","Je veux louer une propiété"
677,"web/pages","interest.sell","I want to sell a property","Je veux vendre une propiété"
592,"web/pages","message","Message","Message"
681,"web/pages","message.placeholder","I am searching a property...","Je recherche une propiété…"
590,"web/pages","name","Name","Nom"
678,"web/pages","name.placeholder","John Doe"
673,"web/pages","phone","TelÃ©fono","Téléphone"
680,"web/pages","phone.placeholder","+1-541-754-3010"
858,"web/plans","analytics","Analytics"
870,"web/plans","buy","Sign on"
866,"web/plans","crm","CRM"
851,"web/plans","employees","Agents"
869,"web/plans","extras.transfer","Web transfer"
864,"web/plans","filters","Property filters"
1512,"web/plans","footnote.optional","This is an optional service."
1510,"web/plans","footnote.text0","Includes the transfer of 20 properties."
1511,"web/plans","footnote.text1","Includes the transfer of 100 properties."
850,"web/plans","free","Free"
871,"web/plans","included","Included"
854,"web/plans","integrations","Integrations"
855,"web/plans","languages","Languages"
865,"web/plans","leads","Lead management"
867,"web/plans","logs","Logs"
1509,"web/plans","optional","Optional"
849,"web/plans","price.month","Price month"
847,"web/plans","price.year","Price year"
848,"web/plans","price.year.month","Price year / month"
856,"web/plans","printing","Poster printing"
853,"web/plans","properties","Properties"
863,"web/plans","qr","QR codes"
857,"web/plans","reporting","Reporting"
859,"web/plans","responsive","Responsive"
852,"web/plans","space","Space"
860,"web/plans","support","Support"
1194,"web/plans","support.chat","Chat"
861,"web/plans","support.email","Email"
862,"web/plans","support.phone","Phone"
872,"web/plans","unlimited","Unlimited"
1766,"web/plans","vat.included","VAT incl."
868,"web/plans","widgets","Widgets"
628,"web/properties","call.to.action","Get more information","Obtenir plus d'informations"
602,"web/properties","city","City","Ville"
603,"web/properties","city.any","All cities","Toutes les villes"
1894,"web/properties","district","District","Quartier - Zone""
1262,"web/properties","download.pdf","Download PDF","télécharger le fichier PDF"
627,"web/properties","empty","No results found","Aucun résultat trouvé"
630,"web/properties","energy.certificate.help","<p>The energy certification indicates the efficiency of the property in terms of consumption of energy, water, etc.</p><p>Category A is the most efficient and G the least.</p>","La certification énergétique indique l'efficace du bien en termes de consomation d'énergie, eau, etc.</p><Categorie A c'est la plus  efficace et la G le moins.</p>"
622,"web/properties","features","Features","Fonctionnalités"
842,"web/properties","images.label.default","Slider default"
843,"web/properties","images.warning.orientation","We recommend images that have a larger width than height."
844,"web/properties","images.warning.size","The size of this image might be too small. We recommend you use an image with a bigger size."
623,"web/properties","labels.new","New construction","Nouvelle construction"
624,"web/properties","labels.used","Second hand","seconde main"
